DATE_KEY,FULL_DATE,DATE_NAME,DAY_OF_MONTH,DAY_NAME,DAY_NAME_SHORT,DAY_OF_WEEK_ISO,DAY_OF_YEAR,WEEK_OF_YEAR_ISO,WEEK_START_DATE,WEEK_END_DATE,MONTH_NUMBER,MONTH_NAME,MONTH_NAME_SHORT,MONTH_START_DATE,MONTH_END_DATE,DAYS_IN_MONTH,QUARTER_NUMBER,QUARTER_NAME,QUARTER_START_DATE,QUARTER_END_DATE,YEAR_NUMBER,YEAR_MONTH,YEAR_MONTH_NAME,YEAR_QUARTER,IS_WEEKDAY,IS_WEEKEND,IS_MONTH_START,IS_MONTH_END,IS_QUARTER_START,IS_QUARTER_END,IS_YEAR_START,IS_YEAR_END,IS_LEAP_YEAR
20160219,2016-02-19,"February 19, 2016",19,Friday,Fri,5,50,7,2016-02-15,2016-02-21,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160220,2016-02-20,"February 20, 2016",20,Saturday,Sat,6,51,7,2016-02-15,2016-02-21,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160221,2016-02-21,"February 21, 2016",21,Sunday,Sun,7,52,7,2016-02-15,2016-02-21,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160222,2016-02-22,"February 22, 2016",22,Monday,Mon,1,53,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160223,2016-02-23,"February 23, 2016",23,Tuesday,Tue,2,54,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160224,2016-02-24,"February 24, 2016",24,Wednesday,Wed,3,55,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160225,2016-02-25,"February 25, 2016",25,Thursday,Thu,4,56,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160226,2016-02-26,"February 26, 2016",26,Friday,Fri,5,57,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160227,2016-02-27,"February 27, 2016",27,Saturday,Sat,6,58,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160228,2016-02-28,"February 28, 2016",28,Sunday,Sun,7,59,8,2016-02-22,2016-02-28,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160229,2016-02-29,"February 29, 2016",29,Monday,Mon,1,60,9,2016-02-29,2016-03-06,2,February,Feb,2016-02-01,2016-02-29,29,1,Q1,2016-01-01,2016-03-31,2016,2016-02,2016 February,2016-Q1,Y,N,N,Y,N,N,N,N,Y
20160301,2016-03-01,"March 01, 2016",1,Tuesday,Tue,2,61,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,Y,N,N,N,N,N,Y
20160302,2016-03-02,"March 02, 2016",2,Wednesday,Wed,3,62,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160303,2016-03-03,"March 03, 2016",3,Thursday,Thu,4,63,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160304,2016-03-04,"March 04, 2016",4,Friday,Fri,5,64,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160305,2016-03-05,"March 05, 2016",5,Saturday,Sat,6,65,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160306,2016-03-06,"March 06, 2016",6,Sunday,Sun,7,66,9,2016-02-29,2016-03-06,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160307,2016-03-07,"March 07, 2016",7,Monday,Mon,1,67,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160308,2016-03-08,"March 08, 2016",8,Tuesday,Tue,2,68,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160309,2016-03-09,"March 09, 2016",9,Wednesday,Wed,3,69,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160310,2016-03-10,"March 10, 2016",10,Thursday,Thu,4,70,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160311,2016-03-11,"March 11, 2016",11,Friday,Fri,5,71,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160312,2016-03-12,"March 12, 2016",12,Saturday,Sat,6,72,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160313,2016-03-13,"March 13, 2016",13,Sunday,Sun,7,73,10,2016-03-07,2016-03-13,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160314,2016-03-14,"March 14, 2016",14,Monday,Mon,1,74,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160315,2016-03-15,"March 15, 2016",15,Tuesday,Tue,2,75,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160316,2016-03-16,"March 16, 2016",16,Wednesday,Wed,3,76,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160317,2016-03-17,"March 17, 2016",17,Thursday,Thu,4,77,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160318,2016-03-18,"March 18, 2016",18,Friday,Fri,5,78,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160319,2016-03-19,"March 19, 2016",19,Saturday,Sat,6,79,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160320,2016-03-20,"March 20, 2016",20,Sunday,Sun,7,80,11,2016-03-14,2016-03-20,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160321,2016-03-21,"March 21, 2016",21,Monday,Mon,1,81,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160322,2016-03-22,"March 22, 2016",22,Tuesday,Tue,2,82,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160323,2016-03-23,"March 23, 2016",23,Wednesday,Wed,3,83,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160324,2016-03-24,"March 24, 2016",24,Thursday,Thu,4,84,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160325,2016-03-25,"March 25, 2016",25,Friday,Fri,5,85,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160326,2016-03-26,"March 26, 2016",26,Saturday,Sat,6,86,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160327,2016-03-27,"March 27, 2016",27,Sunday,Sun,7,87,12,2016-03-21,2016-03-27,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,N,Y,N,N,N,N,N,N,Y
20160328,2016-03-28,"March 28, 2016",28,Monday,Mon,1,88,13,2016-03-28,2016-04-03,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160329,2016-03-29,"March 29, 2016",29,Tuesday,Tue,2,89,13,2016-03-28,2016-04-03,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160330,2016-03-30,"March 30, 2016",30,Wednesday,Wed,3,90,13,2016-03-28,2016-04-03,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,N,N,N,N,N,Y
20160331,2016-03-31,"March 31, 2016",31,Thursday,Thu,4,91,13,2016-03-28,2016-04-03,3,March,Mar,2016-03-01,2016-03-31,31,1,Q1,2016-01-01,2016-03-31,2016,2016-03,2016 March,2016-Q1,Y,N,N,Y,N,Y,N,N,Y
20160401,2016-04-01,"April 01, 2016",1,Friday,Fri,5,92,13,2016-03-28,2016-04-03,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,Y,N,Y,N,N,N,Y
20160402,2016-04-02,"April 02, 2016",2,Saturday,Sat,6,93,13,2016-03-28,2016-04-03,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160403,2016-04-03,"April 03, 2016",3,Sunday,Sun,7,94,13,2016-03-28,2016-04-03,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160404,2016-04-04,"April 04, 2016",4,Monday,Mon,1,95,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160405,2016-04-05,"April 05, 2016",5,Tuesday,Tue,2,96,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160406,2016-04-06,"April 06, 2016",6,Wednesday,Wed,3,97,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160407,2016-04-07,"April 07, 2016",7,Thursday,Thu,4,98,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160408,2016-04-08,"April 08, 2016",8,Friday,Fri,5,99,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160409,2016-04-09,"April 09, 2016",9,Saturday,Sat,6,100,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160410,2016-04-10,"April 10, 2016",10,Sunday,Sun,7,101,14,2016-04-04,2016-04-10,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160411,2016-04-11,"April 11, 2016",11,Monday,Mon,1,102,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160412,2016-04-12,"April 12, 2016",12,Tuesday,Tue,2,103,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160413,2016-04-13,"April 13, 2016",13,Wednesday,Wed,3,104,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160414,2016-04-14,"April 14, 2016",14,Thursday,Thu,4,105,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160415,2016-04-15,"April 15, 2016",15,Friday,Fri,5,106,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160416,2016-04-16,"April 16, 2016",16,Saturday,Sat,6,107,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160417,2016-04-17,"April 17, 2016",17,Sunday,Sun,7,108,15,2016-04-11,2016-04-17,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160418,2016-04-18,"April 18, 2016",18,Monday,Mon,1,109,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160419,2016-04-19,"April 19, 2016",19,Tuesday,Tue,2,110,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160420,2016-04-20,"April 20, 2016",20,Wednesday,Wed,3,111,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160421,2016-04-21,"April 21, 2016",21,Thursday,Thu,4,112,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160422,2016-04-22,"April 22, 2016",22,Friday,Fri,5,113,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160423,2016-04-23,"April 23, 2016",23,Saturday,Sat,6,114,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160424,2016-04-24,"April 24, 2016",24,Sunday,Sun,7,115,16,2016-04-18,2016-04-24,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160425,2016-04-25,"April 25, 2016",25,Monday,Mon,1,116,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160426,2016-04-26,"April 26, 2016",26,Tuesday,Tue,2,117,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160427,2016-04-27,"April 27, 2016",27,Wednesday,Wed,3,118,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160428,2016-04-28,"April 28, 2016",28,Thursday,Thu,4,119,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160429,2016-04-29,"April 29, 2016",29,Friday,Fri,5,120,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160430,2016-04-30,"April 30, 2016",30,Saturday,Sat,6,121,17,2016-04-25,2016-05-01,4,April,Apr,2016-04-01,2016-04-30,30,2,Q2,2016-04-01,2016-06-30,2016,2016-04,2016 April,2016-Q2,N,Y,N,Y,N,N,N,N,Y
20160501,2016-05-01,"May 01, 2016",1,Sunday,Sun,7,122,17,2016-04-25,2016-05-01,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,Y,N,N,N,N,N,Y
20160502,2016-05-02,"May 02, 2016",2,Monday,Mon,1,123,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160503,2016-05-03,"May 03, 2016",3,Tuesday,Tue,2,124,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160504,2016-05-04,"May 04, 2016",4,Wednesday,Wed,3,125,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160505,2016-05-05,"May 05, 2016",5,Thursday,Thu,4,126,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160506,2016-05-06,"May 06, 2016",6,Friday,Fri,5,127,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160507,2016-05-07,"May 07, 2016",7,Saturday,Sat,6,128,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160508,2016-05-08,"May 08, 2016",8,Sunday,Sun,7,129,18,2016-05-02,2016-05-08,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160509,2016-05-09,"May 09, 2016",9,Monday,Mon,1,130,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160510,2016-05-10,"May 10, 2016",10,Tuesday,Tue,2,131,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160511,2016-05-11,"May 11, 2016",11,Wednesday,Wed,3,132,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160512,2016-05-12,"May 12, 2016",12,Thursday,Thu,4,133,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160513,2016-05-13,"May 13, 2016",13,Friday,Fri,5,134,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160514,2016-05-14,"May 14, 2016",14,Saturday,Sat,6,135,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160515,2016-05-15,"May 15, 2016",15,Sunday,Sun,7,136,19,2016-05-09,2016-05-15,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160516,2016-05-16,"May 16, 2016",16,Monday,Mon,1,137,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160517,2016-05-17,"May 17, 2016",17,Tuesday,Tue,2,138,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160518,2016-05-18,"May 18, 2016",18,Wednesday,Wed,3,139,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160519,2016-05-19,"May 19, 2016",19,Thursday,Thu,4,140,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160520,2016-05-20,"May 20, 2016",20,Friday,Fri,5,141,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160521,2016-05-21,"May 21, 2016",21,Saturday,Sat,6,142,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160522,2016-05-22,"May 22, 2016",22,Sunday,Sun,7,143,20,2016-05-16,2016-05-22,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160523,2016-05-23,"May 23, 2016",23,Monday,Mon,1,144,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160524,2016-05-24,"May 24, 2016",24,Tuesday,Tue,2,145,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160525,2016-05-25,"May 25, 2016",25,Wednesday,Wed,3,146,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160526,2016-05-26,"May 26, 2016",26,Thursday,Thu,4,147,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160527,2016-05-27,"May 27, 2016",27,Friday,Fri,5,148,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,Y,N,N,N,N,N,N,N,Y
20160528,2016-05-28,"May 28, 2016",28,Saturday,Sat,6,149,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
20160529,2016-05-29,"May 29, 2016",29,Sunday,Sun,7,150,21,2016-05-23,2016-05-29,5,May,May,2016-05-01,2016-05-31,31,2,Q2,2016-04-01,2016-06-30,2016,2016-05,2016 May,2016-Q2,N,Y,N,N,N,N,N,N,Y
